None	-14.7	-3.4253	-6.91741	-4.077501	-5	0
None	-14.7	-4.077502	-9.378176	-4.077501	-5	0
Jump	-14.7	-4.077501	-10.55934	-4.077501	-5	0
Right	-14.7	-4.077501	-10.55934	-4.077501	-5	0
Right	-14.6	-3.941425	-10.65777	-4.077501	-5	0
Right	-14.6	-3.941425	-10.65777	-4.077501	-5	0
Right	-14.6	-3.941425	-10.65777	-4.077501	-5	0
Right	-14.6	-3.941425	-10.65777	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.5	-3.809273	-10.7562	-4.077501	-5	0
Right	-14.4	-3.681045	-10.85464	-4.077501	-5	0
Right	-14.4	-3.681045	-10.85464	-4.077501	-5	0
Right	-14.4	-3.681045	-10.85464	-4.077501	-5	0
Right	-14.4	-3.681045	-10.85464	-4.077501	-5	0
Right	-14.4	-3.681045	-10.85464	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.3	-3.556741	-10.95307	-4.077501	-5	0
Right	-14.2	-3.436361	-11.0515	-4.077501	-5	0
Right	-14.2	-3.436361	-11.0515	-4.077501	-5	0
Right	-14.2	-3.436361	-11.0515	-4.077501	-5	0
Right	-14.2	-3.436361	-11.0515	-4.077501	-5	0
Right	-14.2	-3.436361	-11.0515	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14.1	-3.319905	-11.14993	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-14	-3.207373	-11.24836	-4.077501	-5	0
Right	-13.9	-3.098765	-11.34679	-4.077501	-5	0
Right	-13.9	-3.098765	-11.34679	-4.077501	-5	0
Right	-13.9	-3.098765	-11.34679	-4.077501	-5	0
Right	-13.9	-3.098765	-11.34679	-4.077501	-5	0
Right	-13.9	-3.098765	-11.34679	-4.077501	-5	0
Right	-13.8	-2.994081	-11.44522	-4.077501	-5	0
Right	-13.8	-2.994081	-11.44522	-4.077501	-5	0
Right	-13.8	-2.994081	-11.44522	-4.077501	-5	0
Right	-13.8	-2.994081	-11.44522	-4.077501	-5	0
Right	-13.8	-2.994081	-11.44522	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.7	-2.893321	-11.54365	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.6	-2.796485	-11.64208	-4.077501	-5	0
Right	-13.5	-2.703573	-11.74051	-4.077501	-5	0
Right	-13.5	-2.703573	-11.74051	-4.077501	-5	0
Right	-13.5	-2.703573	-11.74051	-4.077501	-5	0
Right	-13.5	-2.703573	-11.74051	-4.077501	-5	0
Right	-13.5	-2.703573	-11.74051	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.39999	-2.614585	-11.83894	-4.077501	-5	0
Right	-13.29999	-2.529521	-11.93737	-4.077501	-5	0
Right	-13.29999	-2.529521	-11.93737	-4.077501	-5	0
Right	-13.29999	-2.529521	-11.93737	-4.077501	-5	0
Right	-13.29999	-2.529521	-11.93737	-4.077501	-5	0
Right	-13.29999	-2.529521	-11.93737	-4.077501	-5	0
Right	-13.19999	-2.448381	-12.0358	-4.077501	-5	0
Right	-13.19999	-2.448381	-12.0358	-4.077501	-5	0
Right	-13.19999	-2.448381	-12.0358	-4.077501	-5	0
Right	-13.19999	-2.448381	-12.0358	-4.077501	-5	0
Right	-13.19999	-2.448381	-12.0358	-4.077501	-5	0
Right	-13.09999	-2.371165	-12.13423	-4.077501	-5	0
Right	-13.09999	-2.371165	-12.13423	-4.077501	-5	0
Right	-13.09999	-2.371165	-12.13423	-4.077501	-5	0
Right	-13.09999	-2.371165	-12.13423	-4.077501	-5	0
Right	-13.09999	-2.371165	-12.13423	-4.077501	-5	0
